,week,region,cases
2089,21,Figueroa Park Square,219
2090,21,Florence-Firestone,5621
2091,21,Gardena,1539
2092,21,Glassell Park,1152
2093,21,Glendale,6151
2094,21,Glendora,790
2095,21,Gramercy Place,363
2096,21,Granada Hills,1702
2097,21,Green Meadows,890
2098,21,Hacienda Heights,726
2099,21,Hancock Park,519
2100,21,Harbor City,500
2101,21,Harbor Gateway,771
2102,21,Harbor Pines,59
2103,21,Harvard Heights,758
2104,21,Harvard Park,1657
2105,21,Hawaiian Gardens,210
2106,21,Hawthorne,2984
2107,21,Hermosa Beach,193
2108,21,Hidden Hills,7
2109,21,Highland Park,1086
2110,21,Historic Filipinotown,774
2111,21,Hollywood,1705
2112,21,Hollywood Hills,539
2113,21,Huntington Park,2260
2114,21,Hyde Park,857
2115,21,Industry,74
2116,21,Inglewood,3590
2117,21,Irwindale,28
2118,21,Jefferson Park,236
2119,21,Koreatown,1595
2120,21,La Canada Flintridge,514
2121,21,La Habra Heights,56
2122,21,La Mirada,1062
2123,21,La Puente,560
2124,21,La Verne,199
2125,21,Lafayette Square,111
2126,21,Lake Balboa,1173
2127,21,Lake Los Angeles,429
2128,21,Lakeview Terrace,663
2129,21,Lakewood,1011
2130,21,Lancaster,3763
2131,21,Lawndale,805
2132,21,Leimert Park,345
2133,21,Lincoln Heights,1348
2134,21,Little Armenia,1219
2135,21,Little Bangladesh,765
2136,21,Little Tokyo,94
2137,21,Lomita,330
2138,21,Longwood,132
2139,21,Los Feliz,314
2140,21,Lynwood,2785
2141,21,Malibu,245
2142,21,Manchester Square,129
2143,21,Mandeville Canyon,7
2144,21,Manhattan Beach,523
2145,21,Mar Vista,527
2146,21,Marina Peninsula,72
2147,21,Maywood,1155
2148,21,Melrose,3407
2149,21,Mid-city,331
2150,21,Miracle Mile,280
2151,21,Mission Hills,884
2152,21,Monrovia,930
2153,21,Montebello,2060
2154,21,Monterey Park,869
2155,21,Mt. Washington,530
2156,21,North Hills,2455
2157,21,North Hollywood,4118
2158,21,Northridge,1912
2159,21,Norwalk,2246
2160,21,Pacific Palisades,322
2161,21,Pacoima,4042
2162,21,Palisades Highlands,21
2163,21,Palmdale,4234
2164,21,Palms,1222
2165,21,Palos Verdes Estates,290
2166,21,Panorama City,4248
2167,21,Paramount,1629
2168,21,Park La Brea,123
2169,21,Pasadena,293
2170,21,Pico Rivera,2636
2171,21,Pico-Union,3184
2172,21,Playa Del Rey,17
2173,21,Playa Vista,252
2174,21,Pomona,2318
2175,21,Porter Ranch,563
2176,21,Rancho Palos Verdes,578
2177,21,Rancho Park,88
2178,21,Redondo Beach,914
2179,21,Regent Square,21
2180,21,Reseda,3112
2181,21,Reseda Ranch,205
2182,21,Reynier Village,70
2183,21,Rolling Hills,14
2184,21,Rolling Hills Estates,95
2185,21,Rosemead,500
2186,21,Rowland Heights,714
2187,21,San Dimas,285
2188,21,San Fernando,1199
2189,21,San Gabriel,669
2190,21,San Marino,144
2191,21,San Pedro,5727
2192,21,Santa Clarita,4348
2193,21,Santa Fe Springs,326
2194,21,Santa Monica,1715
2195,21,Santa Monica Mountains,9240
2196,21,Shadow Hills,70
2197,21,Sherman Oaks,1462
2198,21,Sierra Madre,61
2199,21,Signal Hill,132
2200,21,Silverlake,1113
2201,21,South Carthay,212
2202,21,South El Monte,659
2203,21,South Gate,2944
2204,21,South Park,1835
2205,21,South Pasadena,820
2206,21,South Whittier,929
2207,21,St Elmo Village,285
2208,21,Stevenson Ranch,345
2209,21,Studio City,495
2210,21,Sun Valley,1735
2211,21,Sunland,877
2212,21,Sycamore Square,7
2213,21,Sylmar,4549
2214,21,Tarzana,869
2215,21,Temple City,869
2216,21,Temple-Beaudry,1831
2217,21,Thai Town,183
2218,21,Toluca Lake,112
2219,21,Toluca Terrace,32
2220,21,Toluca Woods,23
2221,21,Torrance,2417
2222,21,Tujunga,736
2223,21,University Hills,73
2224,21,University Park,987
2225,21,Valinda,762
2226,21,Valley Glen,785
2227,21,Valley Village,1308
2228,21,Van Nuys,4154
2229,21,Venice,434
2230,21,Vermont Knolls,811
2231,21,Vermont Square,519
2232,21,Vermont Vista,1783
2233,21,Vernon,7
2234,21,Vernon Central,3125
2235,21,Victoria Park,347
2236,21,View Heights,56
2237,21,Walnut,243
2238,21,Watts,1417
2239,21,Wellington Square,139
2240,21,West Adams,1217
2241,21,West Covina,1733
2242,21,West Hills,884
2243,21,West Hollywood,1149
2244,21,West Los Angeles,635
2245,21,West Vernon,2612
2246,21,West Whittier/Los Nietos,711
2247,21,Westchester,608
2248,21,Westlake,3946
2249,21,Westlake Village,42
2250,21,Westwood,429
2251,21,Whittier,1850
2252,21,Wholesale District,3634
2253,21,Willowbrook,1251
2254,21,Wilmington,1216
2255,21,Wilshire Center,1397
2256,21,Winnetka,1767
2257,21,Woodland Hills,1031
2258,22,Acton,322
2259,22,Adams-Normandie,352
2260,22,Agoura Hills,245
2261,22,Alhambra,1346
2262,22,Alsace,340
2263,22,Altadena,1023
2264,22,Angeles National Forest,0
2265,22,Angelino Heights,112
2266,22,Arcadia,567
2267,22,Arleta,1901
2268,22,Artesia,223
2269,22,Atwater Village,352
2270,22,Avalon,14
2271,22,Azusa,1560
2272,22,Baldwin Hills,1127
2273,22,Baldwin Park,2164
2274,22,Bassett,1142
2275,22,Bel Air,246
2276,22,Bell,2136
2277,22,Bell Gardens,1922
2278,22,Bellflower,2614
2279,22,Beverly Crest,259
2280,22,Beverly Hills,951
2281,22,Beverlywood,258
2282,22,Boyle Heights,4780
2283,22,Bradbury,21
2284,22,Brentwood,543
2285,22,Brookside,0
2286,22,Burbank,2753
2287,22,Cadillac-Corning,206
2288,22,Calabasas,428
2289,22,Canoga Park,3397
2290,22,Canyon Country,466
2291,22,Carson,3604
2292,22,Carthay,541
2293,22,Castaic,2955
2294,22,Central,2728
2295,22,Century City,231
2296,22,Century Palms/Cove,1745
2297,22,Cerritos,825
2298,22,Chatsworth,1299
2299,22,Cheviot Hills,146
2300,22,Chinatown,148
2301,22,Claremont,274
2302,22,Cloverdale/Cochran,449
2303,22,Commerce,441
2304,22,Compton,4156
2305,22,Country Club Park,662
2306,22,Covina,1806
2307,22,Crenshaw District,481
2308,22,Crestview,612
2309,22,Cudahy,1497
2310,22,Culver City,1388
2311,22,Del Rey,520
2312,22,Diamond Bar,422
2313,22,Downey,4463
2314,22,Downtown,981
2315,22,Duarte,1117
2316,22,Eagle Rock,1215
2317,22,East Hollywood,1544
2318,22,East Los Angeles,6406
2319,22,Echo Park,314
2320,22,El Monte,3447
2321,22,El Segundo,450
2322,22,El Sereno,1127
2323,22,Elysian Park,112
2324,22,Elysian Valley,378
2325,22,Encino,865
2326,22,Exposition,65
2327,22,Exposition Park,1717
2328,22,Faircrest Heights,28
2329,22,Figueroa Park Square,257
2330,22,Florence-Firestone,7431
2331,22,Gardena,1802
2332,22,Glassell Park,1265
2333,22,Glendale,6698
2334,22,Glendora,995
2335,22,Gramercy Place,456
2336,22,Granada Hills,2154
2337,22,Green Meadows,1113
2338,22,Hacienda Heights,946
2339,22,Hancock Park,548
2340,22,Harbor City,647
2341,22,Harbor Gateway,942
2342,22,Harbor Pines,63
2343,22,Harvard Heights,915
2344,22,Harvard Park,2027
2345,22,Hawaiian Gardens,379
2346,22,Hawthorne,3379
2347,22,Hermosa Beach,202
2348,22,Hidden Hills,9
2349,22,Highland Park,1347
2350,22,Historic Filipinotown,923
2351,22,Hollywood,1876
2352,22,Hollywood Hills,572
2353,22,Huntington Park,3237
2354,22,Hyde Park,989
2355,22,Industry,71
2356,22,Inglewood,3999
2357,22,Irwindale,28
2358,22,Jefferson Park,265
2359,22,Koreatown,1866
2360,22,La Canada Flintridge,554
2361,22,La Habra Heights,58
2362,22,La Mirada,1263
2363,22,La Puente,802
2364,22,La Verne,236
2365,22,Lafayette Square,125
2366,22,Lake Balboa,1368
2367,22,Lake Los Angeles,497
2368,22,Lakeview Terrace,748
2369,22,Lakewood,1223
2370,22,Lancaster,4263
2371,22,Lawndale,1018
2372,22,Leimert Park,394
2373,22,Lincoln Heights,1649
2374,22,Little Armenia,1345
2375,22,Little Bangladesh,904
2376,22,Little Tokyo,128
2377,22,Lomita,352
2378,22,Longwood,153
2379,22,Los Feliz,353
2380,22,Lynwood,3902
2381,22,Malibu,247
2382,22,Manchester Square,143
2383,22,Mandeville Canyon,9
2384,22,Manhattan Beach,543
2385,22,Mar Vista,563
2386,22,Marina Peninsula,87
2387,22,Maywood,1830
2388,22,Melrose,3821
2389,22,Mid-city,444
2390,22,Miracle Mile,287
2391,22,Mission Hills,1022
2392,22,Monrovia,1088
2393,22,Montebello,2598
2394,22,Monterey Park,1043
2395,22,Mt. Washington,694
2396,22,North Hills,3041
2397,22,North Hollywood,4724
2398,22,Northridge,2260
2399,22,Norwalk,2850
2400,22,Pacific Palisades,377
2401,22,Pacoima,4826
2402,22,Palisades Highlands,21
2403,22,Palmdale,4919
2404,22,Palms,1299
2405,22,Palos Verdes Estates,293
2406,22,Panorama City,5068
2407,22,Paramount,2183
2408,22,Park La Brea,136
2409,22,Pasadena,399
2410,22,Pico Rivera,3367
2411,22,Pico-Union,3697
2412,22,Playa Del Rey,21
2413,22,Playa Vista,269
2414,22,Pomona,3059
2415,22,Porter Ranch,629
2416,22,Rancho Palos Verdes,642
2417,22,Rancho Park,122
2418,22,Redondo Beach,972
2419,22,Regent Square,26
2420,22,Reseda,3808
2421,22,Reseda Ranch,212
2422,22,Reynier Village,74
2423,22,Rolling Hills,14
2424,22,Rolling Hills Estates,98
2425,22,Rosemead,671
2426,22,Rowland Heights,893
2427,22,San Dimas,369
2428,22,San Fernando,1314
2429,22,San Gabriel,949
2430,22,San Marino,156
2431,22,San Pedro,6255
2432,22,Santa Clarita,5041
2433,22,Santa Fe Springs,420
2434,22,Santa Monica,1847
2435,22,Santa Monica Mountains,10296
2436,22,Shadow Hills,74
2437,22,Sherman Oaks,1573
2438,22,Sierra Madre,72
2439,22,Signal Hill,184
2440,22,Silverlake,1250
2441,22,South Carthay,245
2442,22,South El Monte,837
2443,22,South Gate,3952
2444,22,South Park,2546
2445,22,South Pasadena,862
2446,22,South Whittier,1112
2447,22,St Elmo Village,311
2448,22,Stevenson Ranch,423
2449,22,Studio City,544
2450,22,Sun Valley,2051
2451,22,Sunland,1025
2452,22,Sycamore Square,7
2453,22,Sylmar,5406
2454,22,Tarzana,1112
2455,22,Temple City,1069
2456,22,Temple-Beaudry,2213
2457,22,Thai Town,209
2458,22,Toluca Lake,133
2459,22,Toluca Terrace,42
2460,22,Toluca Woods,22
2461,22,Torrance,2571
2462,22,Tujunga,832
2463,22,University Hills,77
2464,22,University Park,1270
2465,22,Valinda,1020
2466,22,Valley Glen,885
2467,22,Valley Village,1438
2468,22,Van Nuys,4778
2469,22,Venice,459
2470,22,Vermont Knolls,994
2471,22,Vermont Square,583
2472,22,Vermont Vista,2186
2473,22,Vernon,17
2474,22,Vernon Central,4096
2475,22,Victoria Park,401
2476,22,View Heights,63
2477,22,Walnut,307
2478,22,Watts,1975
2479,22,Wellington Square,149
2480,22,West Adams,1466
2481,22,West Covina,2289
2482,22,West Hills,972
2483,22,West Hollywood,1248
2484,22,West Los Angeles,706
2485,22,West Vernon,3127
2486,22,West Whittier/Los Nietos,972
2487,22,Westchester,649
2488,22,Westlake,4944
2489,22,Westlake Village,42
2490,22,Westwood,473
2491,22,Whittier,2243
2492,22,Wholesale District,4604
2493,22,Willowbrook,1813
2494,22,Wilmington,1669
2495,22,Wilshire Center,1639
2496,22,Winnetka,1994
2497,22,Woodland Hills,1103
2498,23,Acton,357
2499,23,Adams-Normandie,396
2500,23,Agoura Hills,245
2501,23,Alhambra,1617
2502,23,Alsace,404
2503,23,Altadena,1135
2504,23,Angeles National Forest,0
2505,23,Angelino Heights,127
2506,23,Arcadia,658
2507,23,Arleta,2078
2508,23,Artesia,291
2509,23,Atwater Village,364
2510,23,Avalon,14
2511,23,Azusa,1944
2512,23,Baldwin Hills,1252
2513,23,Baldwin Park,2687
2514,23,Bassett,1450
2515,23,Bel Air,262
2516,23,Bell,2658
2517,23,Bell Gardens,2436
2518,23,Bellflower,3096
2519,23,Beverly Crest,259
2520,23,Beverly Hills,996
2521,23,Beverlywood,261
2522,23,Boyle Heights,6095
2523,23,Bradbury,27
2524,23,Brentwood,583
2525,23,Brookside,0
2526,23,Burbank,2857
2527,23,Cadillac-Corning,227
2528,23,Calabasas,605
2529,23,Canoga Park,3779
2530,23,Canyon Country,498
2531,23,Carson,4048
2532,23,Carthay,599
2533,23,Castaic,6601
2534,23,Central,3477
2535,23,Century City,250
2536,23,Century Palms/Cove,2369
2537,23,Cerritos,929
2538,23,Chatsworth,1452
2539,23,Cheviot Hills,154
2540,23,Chinatown,180
2541,23,Claremont,379
2542,23,Cloverdale/Cochran,551
2543,23,Commerce,586
2544,23,Compton,5453
2545,23,Country Club Park,733
2546,23,Covina,2145
2547,23,Crenshaw District,561
2548,23,Crestview,642
2549,23,Cudahy,1941
2550,23,Culver City,1533
2551,23,Del Rey,587
2552,23,Diamond Bar,518
2553,23,Downey,5657
2554,23,Downtown,1132
2555,23,Duarte,1268
2556,23,Eagle Rock,1329
2557,23,East Hollywood,1646
2558,23,East Los Angeles,8382
2559,23,Echo Park,355
2560,23,El Monte,4458
2561,23,El Segundo,500
2562,23,El Sereno,1372
2563,23,Elysian Park,112
2564,23,Elysian Valley,445
2565,23,Encino,968
2566,23,Exposition,88
2567,23,Exposition Park,2007
2568,23,Faircrest Heights,33
2569,23,Figueroa Park Square,294
2570,23,Florence-Firestone,9114
2571,23,Gardena,2086
2572,23,Glassell Park,1347
2573,23,Glendale,7143
2574,23,Glendora,1134
2575,23,Gramercy Place,526
2576,23,Granada Hills,2575
2577,23,Green Meadows,1396
2578,23,Hacienda Heights,1163
2579,23,Hancock Park,580
2580,23,Harbor City,794
2581,23,Harbor Gateway,1133
2582,23,Harbor Pines,63
2583,23,Harvard Heights,1036
2584,23,Harvard Park,2482
2585,23,Hawaiian Gardens,574
2586,23,Hawthorne,3862
2587,23,Hermosa Beach,232
2588,23,Hidden Hills,21
2589,23,Highland Park,1564
2590,23,Historic Filipinotown,1033
2591,23,Hollywood,2034
2592,23,Hollywood Hills,603
2593,23,Huntington Park,4034
2594,23,Hyde Park,1195
2595,23,Industry,82
2596,23,Inglewood,4616
2597,23,Irwindale,29
2598,23,Jefferson Park,313
2599,23,Koreatown,2195
2600,23,La Canada Flintridge,594
2601,23,La Habra Heights,68
2602,23,La Mirada,1528
2603,23,La Puente,1034
2604,23,La Verne,267
2605,23,Lafayette Square,142
2606,23,Lake Balboa,1525
2607,23,Lake Los Angeles,557
2608,23,Lakeview Terrace,832
2609,23,Lakewood,1476
2610,23,Lancaster,4862
2611,23,Lawndale,1245
2612,23,Leimert Park,436
2613,23,Lincoln Heights,2099
2614,23,Little Armenia,1469
2615,23,Little Bangladesh,1093
2616,23,Little Tokyo,158
2617,23,Lomita,368
2618,23,Longwood,184
2619,23,Los Feliz,387
2620,23,Lynwood,4904
2621,23,Malibu,269
2622,23,Manchester Square,191
2623,23,Mandeville Canyon,15
2624,23,Manhattan Beach,566
2625,23,Mar Vista,603
2626,23,Marina Peninsula,101
2627,23,Maywood,2313
2628,23,Melrose,4204
2629,23,Mid-city,843
2630,23,Miracle Mile,306
2631,23,Mission Hills,1198
2632,23,Monrovia,1172
2633,23,Montebello,3109
2634,23,Monterey Park,1245
2635,23,Mt. Washington,778
2636,23,North Hills,3583
2637,23,North Hollywood,5389
2638,23,Northridge,2626
2639,23,Norwalk,3833
2640,23,Pacific Palisades,413
2641,23,Pacoima,5855
2642,23,Palisades Highlands,28
2643,23,Palmdale,5578
2644,23,Palms,1367
2645,23,Palos Verdes Estates,298
2646,23,Panorama City,6019
2647,23,Paramount,2788
2648,23,Park La Brea,149
2649,23,Pasadena,465
2650,23,Pico Rivera,4041
2651,23,Pico-Union,4368
2652,23,Playa Del Rey,21
2653,23,Playa Vista,323
2654,23,Pomona,4163
2655,23,Porter Ranch,657
2656,23,Rancho Palos Verdes,677
2657,23,Rancho Park,129
2658,23,Redondo Beach,1022
2659,23,Regent Square,28
2660,23,Reseda,4681
2661,23,Reseda Ranch,210
2662,23,Reynier Village,84
2663,23,Rolling Hills,14
2664,23,Rolling Hills Estates,98
2665,23,Rosemead,936
2666,23,Rowland Heights,1088
2667,23,San Dimas,486
2668,23,San Fernando,1426
2669,23,San Gabriel,1048
2670,23,San Marino,161
2671,23,San Pedro,6651
2672,23,Santa Clarita,5651
2673,23,Santa Fe Springs,547
2674,23,Santa Monica,2051
2675,23,Santa Monica Mountains,11880
2676,23,Shadow Hills,79
2677,23,Sherman Oaks,1737
2678,23,Sierra Madre,87
2679,23,Signal Hill,261
2680,23,Silverlake,1401
2681,23,South Carthay,257
2682,23,South El Monte,1087
2683,23,South Gate,5226
2684,23,South Park,3152
2685,23,South Pasadena,926
2686,23,South Whittier,1353
2687,23,St Elmo Village,335
2688,23,Stevenson Ranch,469
2689,23,Studio City,593
2690,23,Sun Valley,2372
2691,23,Sunland,1142
2692,23,Sycamore Square,7
2693,23,Sylmar,6131
2694,23,Tarzana,1481
2695,23,Temple City,1197
2696,23,Temple-Beaudry,2475
2697,23,Thai Town,233
2698,23,Toluca Lake,141
2699,23,Toluca Terrace,44
2700,23,Toluca Woods,21
2701,23,Torrance,2836
2702,23,Tujunga,912
2703,23,University Hills,91
2704,23,University Park,1568
2705,23,Valinda,1283
2706,23,Valley Glen,1014
2707,23,Valley Village,1549
2708,23,Van Nuys,5621
2709,23,Venice,481
2710,23,Vermont Knolls,1276
2711,23,Vermont Square,624
2712,23,Vermont Vista,2763
2713,23,Vernon,61
2714,23,Vernon Central,4937
2715,23,Victoria Park,434
2716,23,View Heights,70
2717,23,Walnut,360
2718,23,Watts,2485
2719,23,Wellington Square,178
2720,23,West Adams,1779
2721,23,West Covina,2901
2722,23,West Hills,1080
2723,23,West Hollywood,1315
2724,23,West Los Angeles,776
2725,23,West Vernon,3776
2726,23,West Whittier/Los Nietos,1287
2727,23,Westchester,718
2728,23,Westlake,5788
2729,23,Westlake Village,42
2730,23,Westwood,527
2731,23,Whittier,2632
2732,23,Wholesale District,6017
2733,23,Willowbrook,2423
2734,23,Wilmington,2164
2735,23,Wilshire Center,1890
2736,23,Winnetka,2267
2737,23,Woodland Hills,1227
2738,24,Acton,403
2739,24,Adams-Normandie,452
2740,24,Agoura Hills,256
2741,24,Alhambra,1867
2742,24,Alsace,482
2743,24,Altadena,1234
2744,24,Angeles National Forest,2
2745,24,Angelino Heights,147
2746,24,Arcadia,725
2747,24,Arleta,2253
2748,24,Artesia,364
2749,24,Atwater Village,377
2750,24,Avalon,15
2751,24,Azusa,2365
2752,24,Baldwin Hills,1377
2753,24,Baldwin Park,3145
2754,24,Bassett,1800
2755,24,Bel Air,271
2756,24,Bell,3167
2757,24,Bell Gardens,2893
2758,24,Bellflower,3617
2759,24,Beverly Crest,275
2760,24,Beverly Hills,1098
2761,24,Beverlywood,288
2762,24,Boyle Heights,7376
2763,24,Bradbury,28
2764,24,Brentwood,614
2765,24,Brookside,1
2766,24,Burbank,3020
2767,24,Cadillac-Corning,246
2768,24,Calabasas,672
2769,24,Canoga Park,4143
2770,24,Canyon Country,524
2771,24,Carson,4554
2772,24,Carthay,649
2773,24,Castaic,10750
2774,24,Central,4179
2775,24,Century City,278
2776,24,Century Palms/Cove,2772
2777,24,Cerritos,1029
2778,24,Chatsworth,1562
2779,24,Cheviot Hills,154
2780,24,Chinatown,200
2781,24,Claremont,462
2782,24,Cloverdale/Cochran,639
2783,24,Commerce,761
2784,24,Compton,6787
2785,24,Country Club Park,795
2786,24,Covina,2501
2787,24,Crenshaw District,624
2788,24,Crestview,676
2789,24,Cudahy,2252
2790,24,Culver City,1611
2791,24,Del Rey,638
2792,24,Diamond Bar,590
2793,24,Downey,6704
2794,24,Downtown,1298
2795,24,Duarte,1359
2796,24,Eagle Rock,1485
2797,24,East Hollywood,1752
2798,24,East Los Angeles,10448
2799,24,Echo Park,419
2800,24,El Monte,5759
2801,24,El Segundo,532
2802,24,El Sereno,1703
2803,24,Elysian Park,114
2804,24,Elysian Valley,495
2805,24,Encino,1066
2806,24,Exposition,105
2807,24,Exposition Park,2290
2808,24,Faircrest Heights,58
2809,24,Figueroa Park Square,394
2810,24,Florence-Firestone,10918
2811,24,Gardena,2340
2812,24,Glassell Park,1464
2813,24,Glendale,7654
2814,24,Glendora,1270
2815,24,Gramercy Place,602
2816,24,Granada Hills,2913
2817,24,Green Meadows,1612
2818,24,Hacienda Heights,1373
2819,24,Hancock Park,644
2820,24,Harbor City,958
2821,24,Harbor Gateway,1282
2822,24,Harbor Pines,63
2823,24,Harvard Heights,1196
2824,24,Harvard Park,2913
2825,24,Hawaiian Gardens,734
2826,24,Hawthorne,4484
2827,24,Hermosa Beach,273
2828,24,Hidden Hills,21
2829,24,Highland Park,2052
2830,24,Historic Filipinotown,1188
2831,24,Hollywood,2213
2832,24,Hollywood Hills,624
2833,24,Huntington Park,4918
2834,24,Hyde Park,1297
2835,24,Industry,82
2836,24,Inglewood,5095
2837,24,Irwindale,35
2838,24,Jefferson Park,412
2839,24,Koreatown,2514
2840,24,La Canada Flintridge,634
2841,24,La Habra Heights,81
2842,24,La Mirada,1704
2843,24,La Puente,1370
2844,24,La Verne,306
2845,24,Lafayette Square,166
2846,24,Lake Balboa,1686
2847,24,Lake Los Angeles,614
2848,24,Lakeview Terrace,939
2849,24,Lakewood,1803
2850,24,Lancaster,5361
2851,24,Lawndale,1455
2852,24,Leimert Park,491
2853,24,Lincoln Heights,2391
2854,24,Little Armenia,1562
2855,24,Little Bangladesh,1246
2856,24,Little Tokyo,233
2857,24,Lomita,382
2858,24,Longwood,203
2859,24,Los Feliz,420
2860,24,Lynwood,5990
2861,24,Malibu,278
2862,24,Manchester Square,210
2863,24,Mandeville Canyon,21
2864,24,Manhattan Beach,591
2865,24,Mar Vista,642
2866,24,Marina Peninsula,105
2867,24,Maywood,2781
2868,24,Melrose,4620
2869,24,Mid-city,923
2870,24,Miracle Mile,330
2871,24,Mission Hills,1352
2872,24,Monrovia,1268
2873,24,Montebello,3662
2874,24,Monterey Park,1463
2875,24,Mt. Washington,857
2876,24,North Hills,4006
2877,24,North Hollywood,6057
2878,24,Northridge,2911
2879,24,Norwalk,4725
2880,24,Pacific Palisades,426
2881,24,Pacoima,6583
2882,24,Palisades Highlands,44
2883,24,Palmdale,6121
2884,24,Palms,1483
2885,24,Palos Verdes Estates,307
2886,24,Panorama City,6852
2887,24,Paramount,3421
2888,24,Park La Brea,157
2889,24,Pasadena,505
2890,24,Pico Rivera,4654
2891,24,Pico-Union,4968
2892,24,Playa Del Rey,26
2893,24,Playa Vista,356
2894,24,Pomona,5311
2895,24,Porter Ranch,712
2896,24,Rancho Palos Verdes,722
2897,24,Rancho Park,137
2898,24,Redondo Beach,1098
2899,24,Regent Square,54
2900,24,Reseda,5122
2901,24,Reseda Ranch,222
2902,24,Reynier Village,94
2903,24,Rolling Hills,14
2904,24,Rolling Hills Estates,108
2905,24,Rosemead,1070
2906,24,Rowland Heights,1267
2907,24,San Dimas,574
2908,24,San Fernando,1643
2909,24,San Gabriel,1226
2910,24,San Marino,168
2911,24,San Pedro,7198
2912,24,Santa Clarita,6061
2913,24,Santa Fe Springs,657
2914,24,Santa Monica,2237
2915,24,Santa Monica Mountains,12540
2916,24,Shadow Hills,78
2917,24,Sherman Oaks,1931
2918,24,Sierra Madre,106
2919,24,Signal Hill,307
2920,24,Silverlake,1531
2921,24,South Carthay,276
2922,24,South El Monte,1489
2923,24,South Gate,6793
2924,24,South Park,3928
2925,24,South Pasadena,962
2926,24,South Whittier,1669
2927,24,St Elmo Village,340
2928,24,Stevenson Ranch,621
2929,24,Studio City,619
2930,24,Sun Valley,2638
2931,24,Sunland,1191
2932,24,Sycamore Square,7
2933,24,Sylmar,6736
2934,24,Tarzana,1937
2935,24,Temple City,1300
2936,24,Temple-Beaudry,2771
2937,24,Thai Town,266
2938,24,Toluca Lake,156
2939,24,Toluca Terrace,55
2940,24,Toluca Woods,21
2941,24,Torrance,3007
2942,24,Tujunga,958
2943,24,University Hills,107
2944,24,University Park,1816
2945,24,Valinda,1695
2946,24,Valley Glen,1136
2947,24,Valley Village,1687
2948,24,Van Nuys,6337
2949,24,Venice,515
2950,24,Vermont Knolls,1491
2951,24,Vermont Square,705
2952,24,Vermont Vista,3396
2953,24,Vernon,79
2954,24,Vernon Central,5948
2955,24,Victoria Park,463
2956,24,View Heights,75
2957,24,Walnut,404
2958,24,Watts,3017
2959,24,Wellington Square,224
2960,24,West Adams,2069
2961,24,West Covina,3481
2962,24,West Hills,1199
2963,24,West Hollywood,1367
2964,24,West Los Angeles,840
2965,24,West Vernon,4425
2966,24,West Whittier/Los Nietos,1562
2967,24,Westchester,813
2968,24,Westlake,6782
2969,24,Westlake Village,46
2970,24,Westwood,602
2971,24,Whittier,3064
2972,24,Wholesale District,7093
2973,24,Willowbrook,2952
2974,24,Wilmington,2568
2975,24,Wilshire Center,2131
2976,24,Winnetka,2487
2977,24,Woodland Hills,1374
2978,25,Acton,446
2979,25,Adams-Normandie,557
2980,25,Agoura Hills,294
2981,25,Alhambra,2185
2982,25,Alsace,711
2983,25,Altadena,1347
2984,25,Angeles National Forest,10
2985,25,Angelino Heights,149
2986,25,Arcadia,837
2987,25,Arleta,2548
2988,25,Artesia,506
2989,25,Atwater Village,406
2990,25,Avalon,21
2991,25,Azusa,2845
2992,25,Baldwin Hills,1565
2993,25,Baldwin Park,3951
2994,25,Bassett,2147
2995,25,Bel Air,282
2996,25,Bell,3625
2997,25,Bell Gardens,3510
2998,25,Bellflower,4230
2999,25,Beverly Crest,321
3000,25,Beverly Hills,1315
3001,25,Beverlywood,334
3002,25,Boyle Heights,8931
3003,25,Bradbury,30
3004,25,Brentwood,655
3005,25,Brookside,7
3006,25,Burbank,3264
3007,25,Cadillac-Corning,263
3008,25,Calabasas,699
3009,25,Canoga Park,4595
3010,25,Canyon Country,550
3011,25,Carson,4977
3012,25,Carthay,651
3013,25,Castaic,12071
3014,25,Central,5075
3015,25,Century City,314
3016,25,Century Palms/Cove,3142
3017,25,Cerritos,1158
3018,25,Chatsworth,1694
3019,25,Cheviot Hills,181
3020,25,Chinatown,204
3021,25,Claremont,527
3022,25,Cloverdale/Cochran,728
3023,25,Commerce,976
3024,25,Compton,8156
3025,25,Country Club Park,878
3026,25,Covina,2967
3027,25,Crenshaw District,692
3028,25,Crestview,700
3029,25,Cudahy,2577
3030,25,Culver City,1763
3031,25,Del Rey,690
3032,25,Diamond Bar,676
3033,25,Downey,7896
3034,25,Downtown,1493
3035,25,Duarte,1522
3036,25,Eagle Rock,1672
3037,25,East Hollywood,1852
3038,25,East Los Angeles,12834
3039,25,Echo Park,468
3040,25,El Monte,7212
3041,25,El Segundo,588
3042,25,El Sereno,2150
3043,25,Elysian Park,135
3044,25,Elysian Valley,566
3045,25,Encino,1131
3046,25,Exposition,117
3047,25,Exposition Park,2587
3048,25,Faircrest Heights,70
3049,25,Figueroa Park Square,517
3050,25,Florence-Firestone,13164
3051,25,Gardena,2661
3052,25,Glassell Park,1705
3053,25,Glendale,8407
3054,25,Glendora,1523
3055,25,Gramercy Place,663
3056,25,Granada Hills,3225
3057,25,Green Meadows,1879
3058,25,Hacienda Heights,1657
3059,25,Hancock Park,699
3060,25,Harbor City,1065
3061,25,Harbor Gateway,1513
3062,25,Harbor Pines,63
3063,25,Harvard Heights,1289
3064,25,Harvard Park,3334
3065,25,Hawaiian Gardens,892
3066,25,Hawthorne,5165
3067,25,Hermosa Beach,340
3068,25,Hidden Hills,23
